Angle_deg,xs_mb_sr,Direct_mb_sr,Compound_mb_sr,xs_Rutherford,Nuc_interfer,beam_energy_MeV
88.0,59.53529,27.1962,32.33908,0.388714,-93.62433,5.8
90.0,54.86238,22.5233,32.33908,0.345627,-103.8705,5.8
92.0,51.08508,18.746,32.33908,0.308092,-114.7261,5.8
94.0,48.09568,15.7566,32.33908,0.2767,-125.7232,5.8
96.0,45.79659,13.4575,32.33908,0.251938,-135.9806,5.8
98.0,44.09908,11.76,32.33908,0.234187,-144.208,5.8
100.0,42.92308,10.584,32.33908,0.223718,-148.9394,5.8
102.0,42.19633,9.85725,32.33908,0.2207,-148.9969,5.8
104.0,41.85384,9.51476,32.33908,0.225197,-144.0005,5.8
106.0,41.83743,9.49834,32.33908,0.23718,-134.5578,5.8
108.0,42.09518,9.7561,32.33908,0.256533,-121.9975,5.8
110.0,42.58109,10.242,32.33908,0.28306,-107.8502,5.8
112.0,43.25449,10.9154,32.33908,0.316499,-93.41099,5.8
114.0,44.07969,11.7406,32.33908,0.356527,-79.55663,5.8
116.0,45.02568,12.6866,32.33908,0.402777,-66.76244,5.8
118.0,46.06569,13.7266,32.33908,0.454842,-55.21275,5.8
120.0,47.17638,14.8373,32.33908,0.512289,-44.91301,5.8
122.0,48.33839,15.9993,32.33908,0.574664,-35.77753,5.8
124.0,49.53489,17.1958,32.33908,0.641502,-27.68215,5.8
126.0,50.75198,18.4129,32.33908,0.712333,-20.49557,5.8
128.0,51.97829,19.6392,32.33908,0.786685,-14.09426,5.8
130.0,53.20409,20.865,32.33908,0.864088,-8.368444,5.8
132.0,54.42168,22.0826,32.33908,0.944078,-3.223641,5.8
134.0,55.62469,23.2856,32.33908,1.02619,1.419633,5.8
136.0,56.80798,24.4689,32.33908,1.10998,5.628695,5.8
138.0,57.96709,25.628,32.33908,1.19497,9.457846,5.8
140.0,59.09859,26.7595,32.33908,1.28073,12.95413,5.8
142.0,60.19939,27.8603,32.33908,1.36679,16.15503,5.8
144.0,61.26669,28.9276,32.33908,1.45269,19.09204,5.8
146.0,62.29808,29.959,32.33908,1.53797,21.79139,5.8
148.0,63.29108,30.952,32.33908,1.62215,24.2743,5.8
150.0,64.24329,31.9042,32.33908,1.70474,26.55819,5.8
152.0,65.15218,32.8131,32.33908,1.78526,28.65767,5.8
154.0,66.01538,33.6763,32.33908,1.86319,30.58401,5.8
156.0,66.83018,34.4911,32.33908,1.93803,32.34662,5.8
158.0,67.59389,35.2548,32.33908,2.00928,33.95304,5.8
160.0,68.30368,35.9646,32.33908,2.07643,35.40892,5.8
162.0,68.95668,36.6176,32.33908,2.13898,36.71856,5.8
164.0,69.55019,37.2111,32.33908,2.19644,37.88522,5.8
166.0,70.08148,37.7424,32.33908,2.24837,38.91158,5.8
168.0,70.54788,38.2088,32.33908,2.29433,39.79908,5.8
170.0,70.94698,38.6079,32.33908,2.33394,40.54904,5.8
172.0,71.27669,38.9376,32.33908,2.36684,41.16198,5.8
174.0,71.53519,39.1961,32.33908,2.39275,41.63855,5.8
176.0,71.72089,39.3818,32.33908,2.41142,41.97871,5.8
178.0,71.83278,39.4937,32.33908,2.4227,42.18289,5.8
180.0,71.87019,39.5311,32.33908,2.42647,42.25095,5.8
0.0,2.7224399999999998e+29,2.7224399999999998e+29,32.43541,1.0,0.0,5.9
2.0,169490000.0,169490000.0,32.43541,0.998653,-228617.2,5.9
4.0,10628630.0,10628600.0,32.43541,1.00138,14646.89,5.9
6.0,2123162.0,2123130.0,32.43541,1.01163,24408.65,5.9
8.0,677401.4,677369.0,32.43541,1.01861,12376.13,5.9
10.0,277170.4,277138.0,32.43541,1.0156,4257.437,5.9
12.0,132112.4,132080.0,32.43541,1.00142,187.3347,5.9
14.0,69864.44,69832.0,32.43541,0.978305,-1549.324,5.9
16.0,39901.63,39869.2,32.43541,0.949949,-2102.342,5.9
18.0,24230.13,24197.7,32.43541,0.920333,-2097.439,5.9
20.0,15496.94,15464.5,32.43541,0.893012,-1856.623,5.9
22.0,10376.14,10343.7,32.43541,0.87079,-1539.637,5.9
24.0,7242.125,7209.69,32.43541,0.855606,-1222.197,5.9
26.0,5250.176,5217.74,32.43541,0.848547,-937.0784,5.9
28.0,3939.445,3907.01,32.43541,0.849936,-695.5453,5.9
30.0,3048.175,3015.74,32.43541,0.859448,-498.491,5.9
32.0,2422.625,2390.19,32.43541,0.876246,-342.1523,5.9
34.0,1969.875,1937.44,32.43541,0.899108,-221.0466,5.9
36.0,1632.365,1599.93,32.43541,0.926555,-129.3924,5.9
38.0,1373.605,1341.17,32.43541,0.95696,-61.77895,5.9
40.0,1170.035,1137.6,32.43541,0.988638,-13.44676,5.9
42.0,1006.11,973.675,32.43541,1.01993,19.65995,5.9
44.0,871.4064,838.971,32.43541,1.04928,40.92612,5.9
46.0,758.7924,726.357,32.43541,1.07524,53.09656,5.9
48.0,663.3024,630.867,32.43541,1.09656,58.40857,5.9
50.0,581.4034,548.968,32.43541,1.1122,58.65265,5.9
52.0,510.5354,478.1,32.43541,1.12131,55.23276,5.9
54.0,448.7974,416.362,32.43541,1.12331,49.26618,5.9
56.0,394.7504,362.315,32.43541,1.1178,41.60101,5.9
58.0,347.2774,314.842,32.43541,1.10463,32.89393,5.9
60.0,305.4924,273.057,32.43541,1.08386,23.63646,5.9
62.0,268.6774,236.242,32.43541,1.05573,14.18297,5.9
64.0,236.2394,203.804,32.43541,1.02069,4.788711,5.9
66.0,207.6804,175.245,32.43541,0.979311,-4.387463,5.9
68.0,182.5714,150.136,32.43541,0.932337,-13.24985,5.9
70.0,160.5444,128.109,32.43541,0.880614,-21.76522,5.9
72.0,141.2734,108.838,32.43541,0.825083,-29.94986,5.9
74.0,124.4726,92.0372,32.43541,0.766754,-37.86449,5.9
76.0,109.8847,77.4493,32.43541,0.706685,-45.60849,5.9
78.0,97.28011,64.8447,32.43541,0.645956,-53.31856,5.9
80.0,86.45161,54.0162,32.43541,0.585645,-61.16616,5.9
82.0,77.21141,44.776,32.43541,0.526814,-69.35154,5.9
84.0,69.38911,36.9537,32.43541,0.470482,-78.09605,5.9
86.0,62.83001,30.3946,32.43541,0.41761,-87.62139,5.9
88.0,57.39301,24.9576,32.43541,0.369087,-98.10693,5.9
90.0,52.94971,20.5143,32.43541,0.325715,-109.6148,5.9
92.0,49.38321,16.9478,32.43541,0.288198,-121.9685,5.9
94.0,46.58721,14.1518,32.43541,0.257135,-134.5908,5.9
96.0,44.46491,12.0295,32.43541,0.233014,-146.3601,5.9
98.0,42.92871,10.4933,32.43541,0.216209,-155.6232,5.9
100.0,41.89943,9.46402,32.43541,0.206982,-160.5309,5.9
102.0,41.30542,8.87001,32.43541,0.205483,-159.7108,5.9
104.0,41.08245,8.64704,32.43541,0.211756,-152.926,5.9
106.0,41.17299,8.73758,32.43541,0.225749,-141.2109,5.9
108.0,41.52582,9.09041,32.43541,0.247317,-126.3794,5.9
110.0,42.09553,9.66012,32.43541,0.276237,-110.2936,5.9
112.0,42.84221,10.4068,32.43541,0.312214,-94.37845,5.9
114.0,43.73071,11.2953,32.43541,0.354899,-79.48945,5.9
116.0,44.73091,12.2955,32.43541,0.403894,-66.01822,5.9
118.0,45.81641,13.381,32.43541,0.458767,-54.05217,5.9
120.0,46.96501,14.5296,32.43541,0.51906,-43.51588,5.9
122.0,48.15771,15.7223,32.43541,0.584298,-34.26206,5.9
124.0,49.37871,16.9433,32.43541,0.654,-26.12391,5.9
126.0,50.61471,18.1793,32.43541,0.727682,-18.94137,5.9
128.0,51.85501,19.4196,32.43541,0.804862,-12.57219,5.9
130.0,53.09071,20.6553,32.43541,0.885065,-6.894387,5.9
132.0,54.31471,21.8793,32.43541,0.967822,-1.805846,5.9
134.0,55.52141,23.086,32.43541,1.05267,2.777997,5.9
136.0,56.70611,24.2707,32.43541,1.13916,6.927229,5.9
138.0,57.86511,25.4297,32.43541,1.22684,10.69913,5.9
140.0,58.99531,26.5599,32.43541,1.31526,14.14083,5.9
142.0,60.09411,27.6587,32.43541,1.40396,17.29082,5.9
144.0,61.15931,28.7239,32.43541,1.49248,20.181,5.9
146.0,62.18851,29.7531,32.43541,1.58037,22.83791,5.9
148.0,63.17961,30.7442,32.43541,1.66713,25.28238,5.9
150.0,64.13051,31.6951,32.43541,1.7523,27.5326,5.9
152.0,65.03871,32.6033,32.43541,1.83535,29.60203,5.9
154.0,65.90181,33.4664,32.43541,1.91578,31.50234,5.9
156.0,66.71721,34.2818,32.43541,1.99307,33.24261,5.9
158.0,67.48221,35.0468,32.43541,2.06669,34.8299,5.9
160.0,68.19381,35.7584,32.43541,2.13612,36.26966,5.9
162.0,68.84921,36.4138,32.43541,2.20083,37.56591,5.9
164.0,69.4454,37.01,32.43541,2.26032,38.7217,5.9
166.0,69.97951,37.5441,32.43541,2.31412,39.73928,5.9
168.0,70.44881,38.0134,32.43541,2.36175,40.61974,5.9
170.0,70.85071,38.4153,32.43541,2.40282,41.36423,5.9
172.0,71.18291,38.7475,32.43541,2.43695,41.97307,5.9
174.0,71.44341,39.008,32.43541,2.46384,42.44664,5.9
176.0,71.63071,39.1953,32.43541,2.48323,42.78493,5.9
178.0,71.74361,39.3082,32.43541,2.49493,42.98785,5.9
180.0,71.78131,39.3459,32.43541,2.49885,43.05558,5.9
0.0,2.63271e+29,2.63271e+29,32.48143,1.0,0.0,6.0
2.0,163892000.0,163892000.0,32.48143,0.998581,-232886.4,6.0
4.0,10282330.0,10282300.0,32.48143,1.00176,18065.1,6.0
6.0,2054822.0,2054790.0,32.48143,1.01243,25227.8,6.0
8.0,655490.5,655458.0,32.48143,1.01925,12379.89,6.0
10.0,267996.5,267964.0,32.48143,1.01545,4077.545,6.0
12.0,127583.5,127551.0,32.48143,1.00004,5.11027,6.0
14.0,67367.88,67335.4,32.48143,0.975479,-1693.455,6.0
16.0,38414.68,38382.2,32.48143,0.945686,-2206.289,6.0
18.0,23291.98,23259.5,32.48143,0.914801,-2169.274,6.0
20.0,14878.08,14845.6,32.48143,0.886492,-1905.016,6.0
22.0,9953.052,9920.57,32.48143,0.863631,-1571.606,6.0
24.0,6944.071,6911.59,32.48143,0.848183,-1242.925,6.0
26.0,5034.741,5002.26,32.48143,0.84123,-950.2349,6.0
28.0,3780.161,3747.68,32.48143,0.843063,-703.6809,6.0
30.0,2927.991,2895.51,32.48143,0.853308,-503.3505,6.0
32.0,2330.231,2297.75,32.48143,0.871067,-344.9146,6.0
34.0,1897.621,1865.14,32.48143,0.895053,-222.5004,6.0
36.0,1574.941,1542.46,32.48143,0.923716,-130.0646,6.0
38.0,1327.281,1294.8,32.48143,0.955359,-62.01981,6.0
40.0,1132.141,1099.66,32.48143,0.988233,-13.48052,6.0
42.0,974.7014,942.22,32.48143,1.02062,19.69229,6.0
44.0,845.0615,812.58,32.48143,1.05091,40.93793,6.0
46.0,736.4504,703.969,32.48143,1.07761,53.03955,6.0
48.0,644.1635,611.682,32.48143,1.09945,58.26738,6.0
50.0,564.8605,532.379,32.48143,1.11535,58.41812,6.0
52.0,496.1194,463.638,32.48143,1.12446,54.91259,6.0
54.0,436.1465,403.665,32.48143,1.12617,48.8635,6.0
56.0,383.5775,351.096,32.48143,1.12011,41.13122,6.0
58.0,337.3575,304.876,32.48143,1.10612,32.36571,6.0
60.0,296.6444,264.163,32.48143,1.08429,23.0604,6.0
62.0,260.7554,228.274,32.48143,1.0549,13.57047,6.0
64.0,229.1244,196.643,32.48143,1.01839,4.137529,6.0
66.0,201.2744,168.793,32.48143,0.975407,-5.074733,6.0
68.0,176.7944,144.313,32.48143,0.926717,-13.98056,6.0
70.0,155.3264,122.845,32.48143,0.873213,-22.55277,6.0
72.0,136.5584,104.077,32.48143,0.815878,-30.81761,6.0
74.0,120.2103,87.7289,32.48143,0.755771,-38.84623,6.0
76.0,106.0328,73.5514,32.48143,0.693992,-46.75398,6.0
78.0,93.80173,61.3203,32.48143,0.631665,-54.69744,6.0
80.0,83.31403,50.8326,32.48143,0.569912,-62.8735,6.0
82.0,74.38573,41.9043,32.48143,0.509831,-71.51699,6.0
84.0,66.84953,34.3681,32.48143,0.452475,-80.8924,6.0
86.0,60.55293,28.0715,32.48143,0.398836,-91.27121,6.0
88.0,55.35693,22.8755,32.48143,0.349826,-102.8844,6.0
90.0,51.13493,18.6535,32.48143,0.306264,-115.8286,6.0
92.0,47.77133,15.2899,32.48143,0.268866,-129.9058,6.0
94.0,45.16093,12.6795,32.48143,0.238236,-144.4029,6.0
96.0,43.20813,10.7267,32.48143,0.214859,-157.8918,6.0
98.0,41.8261,9.34466,32.48143,0.199103,-168.2466,6.0
100.0,40.93641,8.45497,32.48143,0.191216,-173.1482,6.0
102.0,40.46822,7.98679,32.48143,0.191328,-171.0441,6.0
104.0,40.35798,7.87654,32.48143,0.199462,-161.9762,6.0
106.0,40.54877,8.06734,32.48143,0.215536,-147.5812,6.0
108.0,40.99006,8.50862,32.48143,0.239379,-130.2449,6.0
110.0,41.63706,9.15563,32.48143,0.270733,-112.1568,6.0
112.0,42.4505,9.96907,32.48143,0.309277,-94.80672,6.0
114.0,43.39613,10.9147,32.48143,0.354627,-78.97506,6.0
116.0,44.44413,11.9627,32.48143,0.406357,-64.928,6.0
118.0,45.56923,13.0878,32.48143,0.464008,-52.63862,6.0
120.0,46.74983,14.2684,32.48143,0.527099,-41.94286,6.0
122.0,47.96753,15.4861,32.48143,0.595135,-32.63189,6.0
124.0,49.20753,16.7261,32.48143,0.667619,-24.49848,6.0
126.0,50.45713,17.9757,32.48143,0.744056,-17.35649,6.0
128.0,51.70654,19.2251,32.48143,0.823957,-11.04738,6.0
130.0,52.94743,20.466,32.48143,0.906842,-5.439178,6.0
132.0,54.17363,21.6922,32.48143,0.992246,-0.4233478,6.0
134.0,55.37994,22.8985,32.48143,1.07971,4.088444,6.0
136.0,56.56243,24.081,32.48143,1.16878,8.16801,6.0
138.0,57.71803,25.2366,32.48143,1.25902,11.87441,6.0
140.0,58.84413,26.3627,32.48143,1.34998,15.25524,6.0
142.0,59.93853,27.4571,32.48143,1.44122,18.34979,6.0
144.0,60.99934,28.5179,32.48143,1.53228,21.18981,6.0
146.0,62.02464,29.5432,32.48143,1.6227,23.80153,6.0
148.0,63.01254,30.5311,32.48143,1.712,26.20615,6.0
150.0,63.96093,31.4795,32.48143,1.79969,28.42096,6.0
152.0,64.86774,32.3863,32.48143,1.88527,30.46007,6.0
154.0,65.73033,33.2489,32.48143,1.9682,32.33417,6.0
156.0,66.54613,34.0647,32.48143,2.04794,34.05195,6.0
158.0,67.31244,34.831,32.48143,2.12397,35.62064,6.0
160.0,68.02614,35.5447,32.48143,2.19571,37.04475,6.0
162.0,68.68414,36.2027,32.48143,2.26264,38.32838,6.0
164.0,69.28333,36.8019,32.48143,2.32422,39.47405,6.0
166.0,69.82083,37.3394,32.48143,2.37994,40.48361,6.0
168.0,70.29343,37.812,32.48143,2.42931,41.35788,6.0
170.0,70.69864,38.2172,32.48143,2.4719,42.09771,6.0
172.0,71.03374,38.5523,32.48143,2.50731,42.70308,6.0
174.0,71.29674,38.8153,32.48143,2.53522,43.17423,6.0
176.0,71.48583,39.0044,32.48143,2.55535,43.51086,6.0
178.0,71.59984,39.1184,32.48143,2.56751,43.71296,6.0
180.0,71.63794,39.1565,32.48143,2.57158,43.78038,6.0
0.0,2.5473499999999997e+29,2.5473499999999997e+29,32.49009,1.0,0.0,6.1
2.0,158568000.0,158568000.0,32.49009,0.998513,-236152.5,6.1
4.0,9952942.0,9952910.0,32.49009,1.00217,21550.69,6.1
6.0,1989812.0,1989780.0,32.49009,1.01325,26020.23,6.1
8.0,634622.5,634590.0,32.49009,1.01986,12358.2,6.1
10.0,259251.5,259219.0,32.49009,1.01522,3886.667,6.1
12.0,123262.5,123230.0,32.49009,0.998536,-180.7219,6.1
14.0,64985.79,64953.3,32.49009,0.972499,-1837.714,6.1
16.0,36995.79,36963.3,32.49009,0.941244,-2309.414,6.1
18.0,22397.09,22364.6,32.49009,0.909078,-2240.059,6.1
20.0,14288.09,14255.6,32.49009,0.879783,-1952.382,6.1
22.0,9549.891,9517.4,32.49009,0.856295,-1602.681,6.1
24.0,6660.24,6627.75,32.49009,0.840604,-1262.92,6.1
26.0,4829.73,4797.24,32.49009,0.833783,-962.8206,6.1
28.0,3628.69,3596.2,32.49009,0.836091,-711.3759,6.1
30.0,2813.75,2781.26,32.49009,0.847104,-507.8608,6.1
32.0,2242.46,2209.97,32.49009,0.865859,-347.4075,6.1
34.0,1828.99,1796.5,32.49009,0.891,-223.7486,6.1
36.0,1520.4,1487.91,32.49009,0.920905,-130.5847,6.1
38.0,1283.28,1250.79,32.49009,0.953808,-62.14799,6.1
40.0,1096.13,1063.64,32.49009,0.987894,-13.43237,6.1
42.0,944.8451,912.355,32.49009,1.02139,19.78698,6.1
44.0,820.0021,787.512,32.49009,1.05261,40.98418,6.1
46.0,715.1821,682.692,32.49009,1.08006,53.01325,6.1
48.0,625.9281,593.438,32.49009,1.1024,58.14132,6.1
50.0,549.0831,516.593,32.49009,1.11854,58.19044,6.1
52.0,482.3581,449.868,32.49009,1.12762,54.59156,6.1
54.0,424.0561,391.566,32.49009,1.12902,48.45946,6.1
56.0,372.8911,340.401,32.49009,1.12237,40.65565,6.1
58.0,327.8611,295.371,32.49009,1.10755,31.83735,6.1
60.0,288.1681,255.678,32.49009,1.08463,22.48477,6.1
62.0,253.1621,220.672,32.49009,1.05394,12.95669,6.1
64.0,222.3031,189.813,32.49009,1.01595,3.490062,6.1
66.0,195.1311,162.641,32.49009,0.971347,-5.75602,6.1
68.0,171.2531,138.763,32.49009,0.920934,-14.70279,6.1
70.0,150.3231,117.833,32.49009,0.865648,-23.33075,6.1
72.0,132.0379,99.5478,32.49009,0.806521,-31.67501,6.1
74.0,116.1262,83.6361,32.49009,0.744655,-39.8201,6.1
76.0,102.3449,69.8548,32.49009,0.681198,-47.89761,6.1
78.0,90.47459,57.9845,32.49009,0.617317,-56.0864,6.1
80.0,80.31659,47.8265,32.49009,0.554176,-64.61317,6.1
82.0,71.69029,39.2002,32.49009,0.492912,-73.75208,6.1
84.0,64.43099,31.9409,32.49009,0.43461,-83.81914,6.1
86.0,58.3886,25.8985,32.49009,0.380292,-95.14762,6.1
88.0,53.4259,20.9358,32.49009,0.330891,-108.0348,6.1
90.0,49.41789,16.9278,32.49009,0.287243,-122.6242,6.1
92.0,46.25019,13.7601,32.49009,0.250073,-138.6966,6.1
94.0,43.81879,11.3287,32.49009,0.219988,-155.3684,6.1
96.0,42.02901,9.53892,32.49009,0.197471,-170.8074,6.1
98.0,40.79487,8.30478,32.49009,0.182876,-182.2791,6.1
100.0,40.0386,7.54851,32.49009,0.176436,-186.8913,6.1
102.0,39.69011,7.20002,32.49009,0.17826,-182.9628,6.1
104.0,39.68646,7.19637,32.49009,0.188344,-171.0262,6.1
106.0,39.97142,7.48133,32.49009,0.206577,-153.5226,6.1
108.0,40.49505,8.00496,32.49009,0.232755,-133.4864,6.1
110.0,41.21328,8.72319,32.49009,0.266589,-113.3816,6.1
112.0,42.08747,9.59738,32.49009,0.307722,-94.68362,6.1
114.0,43.08399,10.5939,32.49009,0.35574,-78.0269,6.1
116.0,44.1741,11.684,32.49009,0.410186,-63.51875,6.1
118.0,45.33279,12.8427,32.49009,0.470574,-51.00231,6.1
120.0,46.53949,14.0494,32.49009,0.536399,-40.22333,6.1
122.0,47.77659,15.2865,32.49009,0.607149,-30.91347,6.1
124.0,49.02999,16.5399,32.49009,0.682312,-22.82862,6.1
126.0,50.28809,17.798,32.49009,0.761383,-15.76026,6.1
128.0,51.54139,19.0513,32.49009,0.843869,-9.536089,6.1
130.0,52.78279,20.2927,32.49009,0.929291,-4.016197,6.1
132.0,54.00659,21.5165,32.49009,1.01719,0.9126826,6.1
134.0,55.20829,22.7182,32.49009,1.1071,5.340808,6.1
136.0,56.38479,23.8947,32.49009,1.1986,9.342585,6.1
138.0,57.53349,25.0434,32.49009,1.29125,12.97706,6.1
140.0,58.65239,26.1623,32.49009,1.38461,16.29217,6.1
142.0,59.73959,27.2495,32.49009,1.47825,19.32722,6.1
144.0,60.79379,28.3037,32.49009,1.57173,22.11425,6.1
146.0,61.81329,29.3232,32.49009,1.66458,24.67882,6.1
148.0,62.7963,30.3062,32.49009,1.75634,27.04223,6.1
150.0,63.74109,31.251,32.49009,1.84649,29.22095,6.1
152.0,64.64539,32.1553,32.49009,1.93454,31.22898,6.1
154.0,65.5069,33.0168,32.49009,2.01994,33.07677,6.1
156.0,66.32279,33.8327,32.49009,2.10215,34.77281,6.1
158.0,67.09019,34.6001,32.49009,2.18058,36.32306,6.1
160.0,67.80589,35.3158,32.49009,2.25468,37.73249,6.1
162.0,68.4668,35.9767,32.49009,2.32386,39.00426,6.1
164.0,69.06949,36.5794,32.49009,2.38757,40.14071,6.1
166.0,69.6106,37.1205,32.49009,2.44527,41.14315,6.1
168.0,70.0871,37.597,32.49009,2.49643,42.01217,6.1
170.0,70.4959,38.0058,32.49009,2.5406,42.74816,6.1
172.0,70.83429,38.3442,32.49009,2.57734,43.3508,6.1
174.0,71.1001,38.61,32.49009,2.60631,43.82011,6.1
176.0,71.29129,38.8012,32.49009,2.62722,44.15565,6.1
178.0,71.40669,38.9166,32.49009,2.63985,44.35716,6.1
180.0,71.44519,38.9551,32.49009,2.64407,44.42427,6.1
0.0,2.4660899999999997e+29,2.4660899999999997e+29,32.46618,1.0,0.0,6.2
2.0,153500000.0,153500000.0,32.46618,0.99845,-238303.1,6.2
4.0,9639552.0,9639520.0,32.46618,1.00259,24901.52,6.2
6.0,1927912.0,1927880.0,32.46618,1.01408,26768.19,6.2
8.0,614728.4,614696.0,32.46618,1.02045,12319.25,6.2
10.0,250906.5,250874.0,32.46618,1.01492,3688.489,6.2
12.0,119136.5,119104.0,32.46618,0.996909,-369.3843,6.2
14.0,62710.66,62678.2,32.46618,0.96936,-1982.188,6.2
16.0,35640.86,35608.4,32.46618,0.936621,-2411.736,6.2
18.0,21542.77,21510.3,32.46618,0.903164,-2309.786,6.2
20.0,13725.07,13692.6,32.46618,0.872885,-1998.731,6.2
22.0,9165.426,9132.96,32.46618,0.848783,-1632.889,6.2
24.0,6389.766,6357.3,32.46618,0.832871,-1282.209,6.2
26.0,4634.506,4602.04,32.46618,0.826213,-974.8299,6.2
28.0,3484.546,3452.08,32.46618,0.829031,-718.6094,6.2
30.0,2705.116,2672.65,32.46618,0.840848,-512.0122,6.2
32.0,2159.026,2126.56,32.46618,0.860635,-349.6172,6.2
34.0,1763.776,1731.31,32.46618,0.886965,-224.776,6.2
36.0,1468.586,1436.12,32.46618,0.918144,-130.93,6.2
38.0,1241.476,1209.01,32.46618,0.952332,-62.14079,6.2
40.0,1061.916,1029.45,32.46618,0.987647,-13.28198,6.2
42.0,916.4652,883.999,32.46618,1.02225,19.94757,6.2
44.0,796.1682,763.702,32.46618,1.05442,41.09128,6.2
46.0,694.9372,662.471,32.46618,1.0826,53.02219,6.2
48.0,608.5552,576.089,32.46618,1.10543,58.04073,6.2
50.0,534.0372,501.571,32.46618,1.1218,57.98333,6.2
52.0,469.2202,436.754,32.46618,1.13082,54.28221,6.2
54.0,412.5032,380.037,32.46618,1.13188,48.06245,6.2
56.0,362.6682,330.202,32.46618,1.12462,40.18753,6.2
58.0,318.7682,286.302,32.46618,1.10892,31.30994,6.2
60.0,280.0452,247.579,32.46618,1.08489,21.91285,6.2
62.0,245.8802,213.414,32.46618,1.05286,12.34469,6.2
64.0,215.7562,183.29,32.46618,1.01337,2.846615,6.2
66.0,189.2332,156.767,32.46618,0.96712,-6.43353,6.2
68.0,165.9322,133.466,32.46618,0.914968,-15.4208,6.2
70.0,145.5182,113.052,32.46618,0.857895,-24.10419,6.2
72.0,127.6982,95.232,32.46618,0.796979,-32.52961,6.2
74.0,112.2072,79.741,32.46618,0.73337,-40.79496,6.2
76.0,98.80829,66.3421,32.46618,0.668262,-49.05032,6.2
78.0,87.28699,54.8208,32.46618,0.602868,-57.49924,6.2
80.0,77.44838,44.9822,32.46618,0.538394,-66.40237,6.2
82.0,69.11478,36.6486,32.46618,0.476013,-76.08037,6.2
84.0,62.12428,29.6581,32.46618,0.416846,-86.90985,6.2
86.0,56.32858,23.8624,32.46618,0.36194,-99.30103,6.2
88.0,51.59248,19.1263,32.46618,0.312252,-113.6346,6.2
90.0,47.79218,15.326,32.46618,0.268632,-130.1173,6.2
92.0,44.81458,12.3484,32.46618,0.231812,-148.5084,6.2
94.0,42.55658,10.0904,32.46618,0.202399,-167.7043,6.2
96.0,40.92443,8.45825,32.46618,0.180869,-185.3412,6.2
98.0,39.83284,7.36666,32.46618,0.167563,-197.8858,6.2
100.0,39.20476,6.73858,32.46618,0.162695,-201.7661,6.2
102.0,38.97073,6.50455,32.46618,0.166348,-195.3016,6.2
104.0,39.06841,6.60223,32.46618,0.178488,-179.817,6.2
106.0,39.44222,6.97604,32.46618,0.198972,-158.7878,6.2
108.0,40.04282,7.57664,32.46618,0.22756,-135.9232,6.2
110.0,40.82678,8.3606,32.46618,0.263928,-113.8623,6.2
112.0,41.75615,9.28997,32.46618,0.307681,-93.95633,6.2
114.0,42.79808,10.3319,32.46618,0.358372,-76.62553,6.2
116.0,43.92428,11.4581,32.46618,0.415512,-61.78694,6.2
118.0,45.11088,12.6447,32.46618,0.478588,-49.1474,6.2
120.0,46.33798,13.8718,32.46618,0.547071,-38.36398,6.2
122.0,47.58878,15.1226,32.46618,0.620429,-29.11425,6.2
124.0,48.84998,16.3838,32.46618,0.69814,-21.12163,6.2
126.0,50.11068,17.6445,32.46618,0.77969,-14.15932,6.2
128.0,51.36258,18.8964,32.46618,0.864585,-8.044629,6.2
130.0,52.59898,20.1328,32.46618,0.952351,-2.63169,6.2
132.0,53.81528,21.3491,32.46618,1.04253,2.19539,6.2
134.0,55.00758,22.5414,32.46618,1.13468,6.529087,6.2
136.0,56.17348,23.7073,32.46618,1.22839,10.44413,6.2
138.0,57.31098,24.8448,32.46618,1.32322,13.99923,6.2
140.0,58.41858,25.9524,32.46618,1.41876,17.24278,6.2
142.0,59.49498,27.0288,32.46618,1.5146,20.214,6.2
144.0,60.53918,28.073,32.46618,1.61029,22.94398,6.2
146.0,61.54988,29.0837,32.46618,1.70539,25.4585,6.2
148.0,62.52558,30.0594,32.46618,1.79943,27.77814,6.2
150.0,63.46438,30.9982,32.46618,1.89191,29.91924,6.2
152.0,64.36449,31.8983,32.46618,1.98232,31.89521,6.2
154.0,65.22318,32.757,32.46618,2.07009,33.71577,6.2
156.0,66.03789,33.5717,32.46618,2.15467,35.38916,6.2
158.0,66.80548,34.3393,32.46618,2.23546,36.92104,6.2
160.0,67.52268,35.0565,32.46618,2.31187,38.31573,6.2
162.0,68.18588,35.7197,32.46618,2.38329,39.5759,6.2
164.0,68.79158,36.3254,32.46618,2.44912,40.70329,6.2
166.0,69.33628,36.8701,32.46618,2.5088,41.69905,6.2
168.0,69.81638,37.3502,32.46618,2.56177,42.5632,6.2
170.0,70.22888,37.7627,32.46618,2.60753,43.29578,6.2
172.0,70.57068,38.1045,32.46618,2.64562,43.89615,6.2
174.0,70.83928,38.3731,32.46618,2.67567,44.36394,6.2
176.0,71.03268,38.5665,32.46618,2.69737,44.69863,6.2
178.0,71.14928,38.6831,32.46618,2.71048,44.89959,6.2
180.0,71.18828,38.7221,32.46618,2.71486,44.96656,6.2
0.0,2.3886599999999998e+29,2.3886599999999998e+29,32.41777,1.0,0.0,6.3
2.0,148672000.0,148672000.0,32.41777,0.998393,-239297.1,6.3
4.0,9341102.0,9341070.0,32.41777,1.00305,28403.22,6.3
6.0,1868912.0,1868880.0,32.41777,1.01491,27456.07,6.3
8.0,595748.4,595716.0,32.41777,1.02099,12247.68,6.3
