Angle_deg,xs_mb_sr,Direct_mb_sr,Compound_mb_sr,xs_Rutherford,Nuc_interfer,beam_energy_MeV
10.0,242936.4,242904.0,32.41777,1.01453,3479.302,6.3
12.0,115193.4,115161.0,32.41777,0.99515,-561.4105,6.3
14.0,60535.52,60503.1,32.41777,0.966051,-2127.343,6.3
16.0,34345.42,34313.0,32.41777,0.931804,-2513.642,6.3
18.0,20726.32,20693.9,32.41777,0.897048,-2378.709,6.3
20.0,13187.32,13154.9,32.41777,0.865789,-2044.243,6.3
22.0,8798.468,8766.05,32.41777,0.841092,-1662.3,6.3
24.0,6131.838,6099.42,32.41777,0.824988,-1300.801,6.3
26.0,4448.508,4416.09,32.41777,0.818529,-986.2509,6.3
28.0,3347.348,3314.93,32.41777,0.821899,-725.3517,6.3
30.0,2601.808,2569.39,32.41777,0.834562,-515.7651,6.3
32.0,2079.738,2047.32,32.41777,0.855425,-351.4956,6.3
34.0,1701.848,1669.43,32.41777,0.882984,-225.5347,6.3
36.0,1419.398,1386.98,32.41777,0.915469,-131.0619,6.3
38.0,1201.798,1169.38,32.41777,0.950967,-61.96618,6.3
40.0,1029.427,997.009,32.41777,0.987528,-13.00115,6.3
42.0,889.5018,857.084,32.41777,1.02325,20.211,6.3
44.0,773.5058,741.088,32.41777,1.05637,41.27583,6.3
46.0,675.6698,643.252,32.41777,1.08527,53.08762,6.3
48.0,592.0018,559.584,32.41777,1.10857,57.97887,6.3
50.0,519.6818,487.264,32.41777,1.12513,57.79581,6.3
52.0,456.6688,424.251,32.41777,1.13406,53.98394,6.3
54.0,401.4507,369.033,32.41777,1.13474,47.66861,6.3
56.0,352.8768,320.459,32.41777,1.12682,39.71515,6.3
58.0,310.0488,277.631,32.41777,1.11019,30.77336,6.3
60.0,272.2478,239.83,32.41777,1.08499,21.32586,6.3
62.0,238.8838,206.466,32.41777,1.0516,11.72157,6.3
64.0,209.4618,177.044,32.41777,1.01056,2.188814,6.3
66.0,183.5598,151.142,32.41777,0.962642,-7.123541,6.3
68.0,160.8128,128.395,32.41777,0.908733,-16.15095,6.3
70.0,140.8958,108.478,32.41777,0.849865,-24.89029,6.3
72.0,123.5239,91.1061,32.41777,0.787165,-33.39859,6.3
74.0,108.44,76.0222,32.41777,0.721831,-41.78905,6.3
76.0,95.41197,62.9942,32.41777,0.655107,-50.23137,6.3
78.0,84.22977,51.812,32.41777,0.588248,-58.95774,6.3
80.0,74.70187,42.2841,32.41777,0.522505,-68.26685,6.3
82.0,66.65357,34.2358,32.41777,0.459087,-78.53365,6.3
84.0,59.92507,27.5073,32.41777,0.399149,-90.20702,6.3
86.0,54.37027,21.9525,32.41777,0.343765,-103.7909,6.3
88.0,49.85527,17.4375,32.41777,0.293909,-119.773,6.3
90.0,46.25757,13.8398,32.41777,0.250446,-138.4432,6.3
92.0,43.46517,11.0474,32.41777,0.214112,-159.5369,6.3
94.0,41.37594,8.95817,32.41777,0.185512,-181.6605,6.3
96.0,39.89671,7.47894,32.41777,0.165111,-201.739,6.3
98.0,38.94301,6.52524,32.41777,0.153236,-215.1945,6.3
100.0,38.4384,6.02063,32.41777,0.150073,-217.6929,6.3
102.0,38.314,5.89623,32.41777,0.155678,-207.7965,6.3
104.0,38.50808,6.09031,32.41777,0.169985,-188.03,6.3
106.0,38.96562,6.54785,32.41777,0.192813,-163.1246,6.3
108.0,39.63792,7.22015,32.41777,0.223883,-137.4095,6.3
110.0,40.4822,8.06443,32.41777,0.26283,-113.5421,6.3
112.0,41.46119,9.04342,32.41777,0.309224,-92.62022,6.3
114.0,42.54267,10.1249,32.41777,0.362578,-74.79118,6.3
116.0,43.69937,11.2816,32.41777,0.422372,-59.76244,6.3
118.0,44.90797,12.4902,32.41777,0.488063,-47.10468,6.3
120.0,46.14947,13.7317,32.41777,0.559099,-36.3931,6.3
122.0,47.40797,14.9902,32.41777,0.634932,-27.25825,6.3
124.0,48.67097,16.2532,32.41777,0.715026,-19.39784,6.3
126.0,49.92857,17.5108,32.41777,0.798864,-12.57089,6.3
128.0,51.17317,18.7554,32.41777,0.885954,-6.587355,6.3
130.0,52.39927,19.9815,32.41777,0.975829,-1.297912,6.3
132.0,53.60257,21.1848,32.41777,1.06804,3.414779,6.3
134.0,54.78047,22.3627,32.41777,1.16217,7.644107,6.3
136.0,55.93087,23.5131,32.41777,1.25782,11.46436,6.3
138.0,57.05267,24.6349,32.41777,1.35457,14.93401,6.3
140.0,58.14487,25.7271,32.41777,1.45204,18.10129,6.3
142.0,59.20677,26.789,32.41777,1.54982,21.00442,6.3
144.0,60.23767,27.8199,32.41777,1.64749,23.67437,6.3
146.0,61.23647,28.8187,32.41777,1.74463,26.13649,6.3
148.0,62.20217,29.7844,32.41777,1.84076,28.4106,6.3
150.0,63.13287,30.7151,32.41777,1.9354,30.51281,6.3
152.0,64.02677,31.609,32.41777,2.02801,32.45554,6.3
154.0,64.88127,32.4635,32.41777,2.11804,34.24858,6.3
156.0,65.69357,33.2758,32.41777,2.2049,35.89922,6.3
158.0,66.46047,34.0427,32.41777,2.28799,37.41294,6.3
160.0,67.17827,34.7605,32.41777,2.36666,38.79301,6.3
162.0,67.84348,35.4257,32.41777,2.44029,40.04208,6.3
164.0,68.45197,36.0342,32.41777,2.50824,41.16113,6.3
166.0,69.00007,36.5823,32.41777,2.5699,42.15075,6.3
168.0,69.48387,37.0661,32.41777,2.62469,43.0107,6.3
170.0,69.90007,37.4823,32.41777,2.67206,43.74045,6.3
172.0,70.24527,37.8275,32.41777,2.71153,44.33913,6.3
174.0,70.51677,38.099,32.41777,2.74268,44.80587,6.3
176.0,70.71247,38.2947,32.41777,2.76518,45.14001,6.3
178.0,70.83047,38.4127,32.41777,2.77878,45.3407,6.3
180.0,70.86997,38.4522,32.41777,2.78333,45.40767,6.3
0.0,6.1053e+28,6.1053e+28,0.8816404,1.0,0.0,12.5
2.0,38373500.0,38373500.0,0.8816404,1.00821,312478.0,12.5
4.0,2426611.0,2426610.0,0.8816404,1.01946,46320.38,12.5
6.0,467057.9,467057.0,0.8816404,0.99235,-3600.562,12.5
8.0,138297.9,138297.0,0.8816404,0.927352,-10834.15,12.5
10.0,51440.28,51439.4,0.8816404,0.840568,-9756.769,12.5
12.0,22173.78,22172.9,0.8816404,0.74964,-7405.458,12.5
14.0,10707.78,10706.9,0.8816404,0.66886,-5301.222,12.5
16.0,5721.432,5720.55,0.8816404,0.607787,-3692.116,12.5
18.0,3369.462,3368.58,0.8816404,0.571306,-2528.362,12.5
20.0,2176.862,2175.98,0.8816404,0.560309,-1708.247,12.5
22.0,1526.272,1525.39,0.8816404,0.572623,-1139.132,12.5
24.0,1142.292,1141.41,0.8816404,0.604016,-748.8696,12.5
26.0,896.0386,895.157,0.8816404,0.649148,-484.2916,12.5
28.0,724.9836,724.102,0.8816404,0.702413,-307.1494,12.5
30.0,597.8406,596.959,0.8816404,0.758615,-190.2279,12.5
32.0,498.4867,497.605,0.8816404,0.813446,-114.3219,12.5
34.0,418.2906,417.409,0.8816404,0.863765,-65.97379,12.5
36.0,352.3687,351.487,0.8816404,0.907674,-35.84192,12.5
38.0,297.7116,296.83,0.8816404,0.944426,-17.51861,12.5
40.0,252.2686,251.387,0.8816404,0.974186,-6.684604,12.5
42.0,214.4806,213.599,0.8816404,0.997719,-0.4903447,12.5
44.0,183.0656,182.184,0.8816404,1.01603,2.888236,12.5
46.0,156.9206,156.039,0.8816404,1.03,4.570497,12.5
48.0,135.0816,134.2,0.8816404,1.04015,5.214187,12.5
50.0,116.7096,115.828,0.8816404,1.0464,5.175192,12.5
52.0,101.0916,100.21,0.8816404,1.04802,4.631994,12.5
54.0,87.63424,86.7526,0.8816404,1.04366,3.666054,12.5
56.0,75.86374,74.9821,0.8816404,1.03154,2.319586,12.5
58.0,65.41563,64.534,0.8816404,1.00964,0.6245852,12.5
60.0,56.02554,55.1439,0.8816404,0.976043,-1.375151,12.5
62.0,47.51454,46.6329,0.8816404,0.929268,-3.61661,12.5
64.0,39.77414,38.8925,0.8816404,0.868552,-6.019481,12.5
66.0,32.75014,31.8685,0.8816404,0.794123,-8.490499,12.5
68.0,26.42674,25.5451,0.8816404,0.70737,-10.93241,12.5
70.0,20.81244,19.9308,0.8816404,0.610916,-13.25516,12.5
72.0,15.92654,15.0449,0.8816404,0.508575,-15.38947,12.5
74.0,11.78914,10.9075,0.8816404,0.405201,-17.30541,12.5
76.0,8.413011,7.53137,0.8816404,0.306431,-19.04182,12.5
78.0,5.79731,4.91567,0.8816404,0.218354,-20.75274,12.5
80.0,3.92468,3.04304,0.8816404,0.147119,-22.75223,12.5
82.0,2.75961,1.87797,0.8816404,0.0985262,-25.24929,12.5
84.0,2.2489,1.36726,0.8816404,0.0776221,-26.72352,12.5
86.0,2.323461,1.44182,0.8816404,0.0883356,-23.97919,12.5
88.0,2.90122,2.01958,0.8816404,0.13318,-18.88298,12.5
90.0,3.89069,3.00905,0.8816404,0.21304,-14.37203,12.5
92.0,5.194901,4.31326,0.8816404,0.327064,-10.68854,12.5
94.0,6.71541,5.83377,0.8816404,0.472662,-7.492226,12.5
96.0,8.356161,7.47452,0.8816404,0.645608,-4.586927,12.5
98.0,10.02693,9.14529,0.8816404,0.84025,-1.90634,12.5
100.0,11.64624,10.7646,0.8816404,1.0498,0.5524705,12.5
102.0,13.14374,12.2621,0.8816404,1.26668,2.767213,12.5
104.0,14.46184,13.5802,0.8816404,1.48295,4.709764,12.5
106.0,15.55654,14.6749,0.8816404,1.69068,6.355189,12.5
108.0,16.39814,15.5165,0.8816404,1.88241,7.686892,12.5
110.0,16.97034,16.0887,0.8816404,2.0515,8.698178,12.5
112.0,17.27024,16.3886,0.8816404,2.19246,9.393134,12.5
114.0,17.30634,16.4247,0.8816404,2.3012,9.785768,12.5
116.0,17.09734,16.2157,0.8816404,2.37525,9.899218,12.5
118.0,16.67014,15.7885,0.8816404,2.41377,9.763872,12.5
120.0,16.05804,15.1764,0.8816404,2.4176,9.415899,12.5
122.0,15.29854,14.4169,0.8816404,2.38913,8.895146,12.5
124.0,14.43104,13.5494,0.8816404,2.33213,8.243117,12.5
126.0,13.49564,12.614,0.8816404,2.25148,7.501522,12.5
128.0,12.53084,11.6492,0.8816404,2.15292,6.710448,12.5
130.0,11.57214,10.6905,0.8816404,2.04264,5.906855,12.5
132.0,10.65103,9.76939,0.8816404,1.92699,5.123742,12.5
134.0,9.794061,8.91242,0.8816404,1.81214,4.389368,12.5
136.0,9.02212,8.14048,0.8816404,1.70375,3.726672,12.5
138.0,8.350281,7.46864,0.8816404,1.60672,3.153183,12.5
140.0,7.78778,6.90614,0.8816404,1.525,2.681039,12.5
142.0,7.33833,6.45669,0.8816404,1.46144,2.317029,12.5
144.0,7.00063,6.11899,0.8816404,1.41774,2.06275,12.5
146.0,6.769051,5.88741,0.8816404,1.39444,1.914736,12.5
148.0,6.63449,5.75285,0.8816404,1.39104,1.865044,12.5
150.0,6.58521,5.70357,0.8816404,1.40609,1.901861,12.5
152.0,6.60779,5.72615,0.8816404,1.43738,2.010683,12.5
154.0,6.687971,5.80633,0.8816404,1.48214,2.175596,12.5
156.0,6.811481,5.92984,0.8816404,1.53728,2.380615,12.5
158.0,6.96469,6.08305,0.8816404,1.59955,2.610534,12.5
160.0,7.13516,6.25352,0.8816404,1.66579,2.851811,12.5
162.0,7.31201,6.43037,0.8816404,1.73303,3.092805,12.5
164.0,7.48616,6.60452,0.8816404,1.79864,3.324038,12.5
166.0,7.650381,6.76874,0.8816404,1.86038,3.538113,12.5
168.0,7.799221,6.91758,0.8816404,1.91647,3.729645,12.5
170.0,7.928841,7.0472,0.8816404,1.96555,3.894936,12.5
172.0,8.03672,7.15508,0.8816404,2.00664,4.031657,12.5
174.0,8.121401,7.23976,0.8816404,2.03908,4.138526,12.5
176.0,8.18214,7.3005,0.8816404,2.06246,4.214965,12.5
178.0,8.21864,7.337,0.8816404,2.07656,4.260826,12.5
180.0,8.23081,7.34917,0.8816404,2.08128,4.276124,12.5
0.0,4.88823e+28,4.88823e+28,0.3318299,1.0,0.0,13.98
2.0,30777600.0,30777600.0,0.3318299,1.00998,304125.1,13.98
4.0,1930020.0,1930020.0,0.3318299,1.01272,24241.54,13.98
6.0,365752.3,365752.0,0.3318299,0.970593,-11081.56,13.98
8.0,106532.3,106532.0,0.3318299,0.892211,-12870.29,13.98
10.0,39095.23,39094.9,0.3318299,0.797909,-9901.874,13.98
12.0,16733.73,16733.4,0.3318299,0.706595,-6948.48,13.98
14.0,8098.962,8098.63,0.3318299,0.631884,-4718.204,13.98
16.0,4381.992,4381.66,0.3318299,0.581445,-3154.391,13.98
18.0,2632.692,2632.36,0.3318299,0.557601,-2088.77,13.98
20.0,1736.832,1736.5,0.3318299,0.558475,-1373.123,13.98
22.0,1235.922,1235.59,0.3318299,0.579319,-897.4827,13.98
24.0,929.0919,928.76,0.3318299,0.613857,-584.4396,13.98
26.0,724.0648,723.733,0.3318299,0.655508,-380.521,13.98
28.0,576.7709,576.439,0.3318299,0.698396,-249.0798,13.98
30.0,465.3458,465.014,0.3318299,0.738072,-165.1426,13.98
32.0,378.4048,378.073,0.3318299,0.771927,-111.8032,13.98
34.0,309.5798,309.248,0.3318299,0.799275,-77.74599,13.98
36.0,254.9238,254.592,0.3318299,0.821148,-55.52427,13.98
38.0,211.6728,211.341,0.3318299,0.839844,-40.36544,13.98
40.0,177.6678,177.336,0.3318299,0.858325,-29.32582,13.98
42.0,151.0958,150.764,0.3318299,0.879554,-20.69105,13.98
44.0,130.3798,130.048,0.3318299,0.905844,-13.55205,13.98
46.0,114.1478,113.816,0.3318299,0.938346,-7.500077,13.98
48.0,101.2238,100.892,0.3318299,0.976693,-2.415524,13.98
50.0,90.63173,90.2999,0.3318299,1.01889,1.680293,13.98
52.0,81.59133,81.2595,0.3318299,1.06143,4.722077,13.98
54.0,73.51293,73.1811,0.3318299,1.0996,6.658682,13.98
56.0,65.98183,65.65,0.3318299,1.12803,7.488852,13.98
58.0,58.73843,58.4066,0.3318299,1.14129,7.271729,13.98
60.0,51.65303,51.3212,0.3318299,1.13455,6.125702,13.98
62.0,44.69903,44.3672,0.3318299,1.10425,4.219942,13.98
64.0,37.92513,37.5933,0.3318299,1.04857,1.756702,13.98
66.0,31.42933,31.0975,0.3318299,0.96785,-1.044016,13.98
68.0,25.33503,25.0032,0.3318299,0.864749,-3.962522,13.98
70.0,19.77093,19.4391,0.3318299,0.7442,-6.79576,13.98
72.0,14.85483,14.523,0.3318299,0.613164,-9.37169,13.98
74.0,10.68133,10.3495,0.3318299,0.480196,-11.56236,13.98
76.0,7.31467,6.98284,0.3318299,0.354852,-13.29863,13.98
78.0,4.78416,4.45233,0.3318299,0.247014,-14.58381,13.98
80.0,3.08364,2.75181,0.3318299,0.166164,-15.47417,13.98
82.0,2.1735,1.84167,0.3318299,0.120679,-15.83709,13.98
84.0,1.98475,1.65292,0.3318299,0.117204,-14.9494,13.98
86.0,2.42459,2.09276,0.3318299,0.16014,-12.71585,13.98
88.0,3.38284,3.05101,0.3318299,0.25129,-10.07906,13.98
90.0,4.73861,4.40678,0.3318299,0.389681,-7.421618,13.98
92.0,6.36696,6.03513,0.3318299,0.571571,-4.772444,13.98
94.0,8.144979,7.81315,0.3318299,0.790648,-2.156672,13.98
96.0,9.95715,9.62532,0.3318299,1.03838,0.3680306,13.98
98.0,11.69973,11.3679,0.3318299,1.30451,2.731052,13.98
100.0,13.28423,12.9524,0.3318299,1.57766,4.864019,13.98
102.0,14.63953,14.3077,0.3318299,1.84598,6.709038,13.98
104.0,15.71333,15.3815,0.3318299,2.09785,8.223124,13.98
106.0,16.47213,16.1403,0.3318299,2.32249,9.379685,13.98
108.0,16.90123,16.5694,0.3318299,2.51063,10.16936,13.98
110.0,17.00253,16.6707,0.3318299,2.65497,10.59849,13.98
112.0,16.79353,16.4617,0.3318299,2.75055,10.68801,13.98
114.0,16.30433,15.9725,0.3318299,2.79503,10.471,13.98
116.0,15.57523,15.2434,0.3318299,2.78875,9.990209,13.98
118.0,14.65363,14.3218,0.3318299,2.73468,9.295185,13.98
120.0,13.59163,13.2598,0.3318299,2.63819,8.439754,13.98
122.0,12.44283,12.111,0.3318299,2.50672,7.479041,13.98
124.0,11.26003,10.9282,0.3318299,2.34928,6.46706,13.98
126.0,10.0926,9.76077,0.3318299,2.17598,5.454414,13.98
128.0,8.985,8.65317,0.3318299,1.99739,4.486629,13.98
130.0,7.97491,7.64308,0.3318299,1.82397,3.602628,13.98
132.0,7.09226,6.76043,0.3318299,1.66549,2.833898,13.98
134.0,6.35859,6.02676,0.3318299,1.53051,2.204034,13.98
136.0,5.78683,5.455,0.3318299,1.42595,1.728602,13.98
138.0,5.38158,5.04975,0.3318299,1.35683,1.415291,13.98
140.0,5.13966,4.80783,0.3318299,1.32599,1.263567,13.98
142.0,5.05109,4.71926,0.3318299,1.33414,1.265063,13.98
144.0,5.10023,4.7684,0.3318299,1.37989,1.404117,13.98
146.0,5.26719,4.93536,0.3318299,1.45999,1.659501,13.98
148.0,5.52924,5.19741,0.3318299,1.56964,2.006624,13.98
150.0,5.86229,5.53046,0.3318299,1.70288,2.419716,13.98
152.0,6.2423,5.91047,0.3318299,1.85304,2.873619,13.98
154.0,6.64649,6.31466,0.3318299,2.01323,3.345084,13.98
156.0,7.05444,6.72261,0.3318299,2.17672,3.813582,13.98
158.0,7.44885,7.11702,0.3318299,2.33739,4.262026,13.98
160.0,7.81606,7.48423,0.3318299,2.49,4.67708,13.98
162.0,8.146279,7.81445,0.3318299,2.63042,5.049329,13.98
164.0,8.43356,8.10173,0.3318299,2.75573,5.373188,13.98
166.0,8.67545,8.34362,0.3318299,2.86421,5.646535,13.98
168.0,8.87244,8.54061,0.3318299,2.95524,5.870166,13.98
170.0,9.02733,8.6955,0.3318299,3.02913,6.047157,13.98
172.0,9.14438,8.81255,0.3318299,3.08683,6.181994,13.98
174.0,9.22853,8.8967,0.3318299,3.12964,6.279778,13.98
176.0,9.28456,8.95273,0.3318299,3.15896,6.345441,13.98
178.0,9.31643,8.9846,0.3318299,3.17601,6.383055,13.98
180.0,9.32675,8.99492,0.3318299,3.18159,6.395275,13.98
0.0,4.81952e+28,4.81952e+28,0.3111949,1.0,0.0,14.08
2.0,30347300.0,30347300.0,0.3111949,1.01006,302251.8,14.08
4.0,1901850.0,1901850.0,0.3111949,1.01217,22867.14,14.08
6.0,360045.3,360045.0,0.3111949,0.96907,-11491.64,14.08
8.0,104764.3,104764.0,0.3111949,0.889916,-12959.51,14.08
10.0,38418.81,38418.5,0.3111949,0.795281,-9889.663,14.08
12.0,16440.71,16440.4,0.3111949,0.704123,-6908.492,14.08
14.0,7961.011,7960.7,0.3111949,0.629978,-4675.956,14.08
16.0,4312.311,4312.0,0.3111949,0.580358,-3118.121,14.08
18.0,2594.711,2594.4,0.3111949,0.557395,-2060.356,14.08
20.0,1714.041,1713.73,0.3111949,0.559009,-1352.173,14.08
22.0,1220.531,1220.22,0.3111949,0.580271,-882.85,14.08
24.0,917.3862,917.075,0.3111949,0.614775,-574.8446,14.08
26.0,714.2702,713.959,0.3111949,0.655875,-374.7638,14.08
28.0,568.0862,567.775,0.3111949,0.697706,-246.1338,14.08
30.0,457.4482,457.137,0.3111949,0.735913,-164.1582,14.08
32.0,371.1972,370.886,0.3111949,0.768048,-112.1023,14.08
34.0,303.0622,302.751,0.3111949,0.793639,-78.80184,14.08
36.0,249.1262,248.815,0.3111949,0.813957,-56.94182,14.08
38.0,206.6202,206.309,0.3111949,0.831538,-41.85936,14.08
40.0,173.3672,173.056,0.3111949,0.849548,-30.70274,14.08
42.0,147.5262,147.215,0.3111949,0.871091,-21.83176,14.08
44.0,127.4982,127.187,0.3111949,0.898547,-14.39555,14.08
46.0,111.8922,111.581,0.3111949,0.933037,-8.030377,14.08
48.0,99.519,99.2078,0.3111949,0.97408,-2.648167,14.08
50.0,89.39359,89.0824,0.3111949,1.01948,1.708111,14.08
52.0,80.7344,80.4232,0.3111949,1.06548,4.961601,14.08
54.0,72.9546,72.6434,0.3111949,1.10708,7.05638,14.08
56.0,65.64619,65.335,0.3111949,1.13862,7.992021,14.08
58.0,58.55899,58.2478,0.3111949,1.15441,7.832654,14.08
60.0,51.5745,51.2633,0.3111949,1.14943,6.704869,14.08
62.0,44.6778,44.3666,0.3111949,1.11998,4.786193,14.08
64.0,37.9292,37.618,0.3111949,1.06421,2.288491,14.08
66.0,31.43719,31.126,0.3111949,0.982548,-0.5583857,14.08
68.0,25.33459,25.0234,0.3111949,0.877784,-3.527396,14.08
70.0,19.75739,19.4462,0.3111949,0.755084,-6.408429,14.08
72.0,14.82909,14.5179,0.3111949,0.621691,-9.023745,14.08
74.0,10.64839,10.3372,0.3111949,0.486463,-11.24103,14.08
76.0,7.281435,6.97024,0.3111949,0.359261,-12.98638,14.08
78.0,4.758295,4.4471,0.3111949,0.250242,-14.25648,14.08
80.0,3.072335,2.76114,0.3111949,0.169104,-15.09598,14.08
82.0,2.182545,1.87135,0.3111949,0.124372,-15.36598,14.08
84.0,2.017965,1.70677,0.3111949,0.122748,-14.42194,14.08
86.0,2.483545,2.17235,0.3111949,0.1686,-12.24685,14.08
88.0,3.466735,3.15554,0.3111949,0.263605,-9.684514,14.08
90.0,4.844505,4.53331,0.3111949,0.406584,-7.070634,14.08
92.0,6.490045,6.17885,0.3111949,0.593526,-4.444683,14.08
94.0,8.279025,7.96783,0.3111949,0.817796,-1.844557,14.08
96.0,10.09495,9.78376,0.3111949,1.07052,0.6650009,14.08
98.0,11.83369,11.5225,0.3111949,1.3411,3.009823,14.08
100.0,13.40679,13.0956,0.3111949,1.61784,5.119946,14.08
102.0,14.74349,14.4323,0.3111949,1.88861,6.936962,14.08
104.0,15.79249,15.4813,0.3111949,2.14157,8.418235,14.08
106.0,16.5215,16.2103,0.3111949,2.36582,9.538083,14.08
108.0,16.917,16.6058,0.3111949,2.55203,10.28816,14.08
110.0,16.9826,16.6714,0.3111949,2.69294,10.67626,14.08
112.0,16.7372,16.426,0.3111949,2.78371,10.72465,14.08
114.0,16.2123,15.9011,0.3111949,2.8222,10.46774,14.08
116.0,15.44959,15.1384,0.3111949,2.80904,9.949639,14.08
118.0,14.49789,14.1867,0.3111949,2.74751,9.221155,14.08
120.0,13.41009,13.0989,0.3111949,2.64334,8.336931,14.08
122.0,12.24059,11.9294,0.3111949,2.50433,7.352822,14.08
124.0,11.04269,10.7315,0.3111949,2.3399,6.323392,14.08
126.0,9.866175,9.55498,0.3111949,2.16047,5.299495,14.08
128.0,8.755374,8.44418,0.3111949,1.97694,4.326623,14.08
130.0,7.747825,7.43663,0.3111949,1.80001,3.443501,14.08
132.0,6.873075,6.56188,0.3111949,1.63962,2.681204,14.08
134.0,6.152085,5.84089,0.3111949,1.50445,2.062826,14.08
136.0,5.597115,5.28592,0.3111949,1.40145,1.603312,14.08
138.0,5.211955,4.90076,0.3111949,1.33557,1.309535,14.08
140.0,4.992595,4.6814,0.3111949,1.30953,1.180086,14.08
142.0,4.928185,4.61699,0.3111949,1.32384,1.205541,14.08
144.0,5.002255,4.69106,0.3111949,1.37686,1.369166,14.08
146.0,5.194085,4.88289,0.3111949,1.46507,1.648804,14.08
148.0,5.480235,5.16904,0.3111949,1.58333,2.019027,14.08
150.0,5.836015,5.52482,0.3111949,1.72539,2.453583,14.08
152.0,6.236855,5.92566,0.3111949,1.88429,2.926932,14.08
154.0,6.659615,6.34842,0.3111949,2.05285,3.415532,14.08
156.0,7.083635,6.77244,0.3111949,2.22412,3.898719,14.08
158.0,7.491505,7.18031,0.3111949,2.3918,4.359343,14.08
160.0,7.869595,7.5584,0.3111949,2.55053,4.78412,14.08
162.0,8.208235,7.89704,0.3111949,2.69612,5.163773,14.08
164.0,8.501704,8.19051,0.3111949,2.82564,5.492933,14.08
166.0,8.747834,8.43664,0.3111949,2.93743,5.769777,14.08
168.0,8.947484,8.63629,0.3111949,3.03096,5.995454,14.08
170.0,9.103814,8.79262,0.3111949,3.10663,6.173368,14.08
172.0,9.221444,8.91025,0.3111949,3.16554,6.308372,14.08
174.0,9.305644,8.99445,0.3111949,3.20913,6.405903,14.08
176.0,9.361485,9.05029,0.3111949,3.23891,6.471165,14.08
178.0,9.393154,9.08196,0.3111949,3.25619,6.508447,14.08
180.0,9.403395,9.0922,0.3111949,3.26185,6.520554,14.08
0.0,4.54625e+28,4.54625e+28,0.2360593,1.0,0.0,14.5
2.0,28634200.0,28634200.0,0.2360593,1.01032,292484.2,14.5
4.0,1789660.0,1789660.0,0.2360593,1.00971,17210.36,14.5
6.0,337374.2,337374.0,0.2360593,0.96263,-13097.12,14.5
8.0,97768.94,97768.7,0.2360593,0.88041,-13280.39,14.5
10.0,35753.84,35753.6,0.2360593,0.784603,-9815.498,14.5
12.0,15292.64,15292.4,0.2360593,0.694323,-6732.611,14.5
14.0,7423.306,7423.07,0.2360593,0.622741,-4497.069,14.5
16.0,4042.006,4041.77,0.2360593,0.576685,-2967.03,14.5
18.0,2447.736,2447.5,0.2360593,0.55744,-1943.295,14.5
20.0,1625.616,1625.38,0.2360593,0.562059,-1266.636,14.5
22.0,1160.376,1160.14,0.2360593,0.584858,-823.6543,14.5
24.0,871.0981,870.862,0.2360593,0.618886,-536.4279,14.5
26.0,675.1301,674.894,0.2360593,0.657254,-352.0681,14.5
28.0,533.1271,532.891,0.2360593,0.694199,-234.8473,14.5
30.0,425.5341,425.298,0.2360593,0.72581,-160.7544,14.5
32.0,342.049,341.813,0.2360593,0.750388,-113.7805,14.5
34.0,276.748,276.512,0.2360593,0.768424,-83.40215,14.5
36.0,225.8011,225.565,0.2360593,0.782252,-62.85406,14.5
38.0,186.399,186.163,0.2360593,0.795439,-47.93577,14.5
40.0,156.2681,156.032,0.2360593,0.812016,-36.17649,14.5
42.0,133.4561,133.22,0.2360593,0.835666,-26.24418,14.5
44.0,116.2651,116.029,0.2360593,0.868987,-17.52872,14.5
46.0,103.2201,102.984,0.2360593,0.91291,-9.847019,14.5
48.0,93.07836,92.8423,0.2360593,0.966372,-3.238954,14.5
50.0,84.82576,84.5897,0.2360593,1.02626,2.17053,14.5
52.0,77.67626,77.4402,0.2360593,1.08763,6.258352,14.5
54.0,71.05906,70.823,0.2360593,1.14421,8.955897,14.5
56.0,64.59826,64.3622,0.2360593,1.18909,10.27247,14.5
58.0,58.08676,57.8507,0.2360593,1.21545,10.29643,14.5
60.0,51.45516,51.2191,0.2360593,1.21747,9.191156,14.5
62.0,44.73976,44.5037,0.2360593,1.19096,7.17363,14.5
64.0,38.04976,37.8137,0.2360593,1.13405,4.497659,14.5
66.0,31.53856,31.3025,0.2360593,1.04751,1.430438,14.5
68.0,25.37666,25.1406,0.2360593,0.934904,-1.766941,14.5
70.0,19.73046,19.4944,0.2360593,0.802452,-4.857253,14.5
72.0,14.74536,14.5093,0.2360593,0.658667,-7.641308,14.5
74.0,10.53436,10.2983,0.2360593,0.513765,-9.969878,14.5
76.0,7.170889,6.93483,0.2360593,0.378921,-11.75361,14.5
78.0,4.685829,4.44977,0.2360593,0.265442,-12.9671,14.5
80.0,3.068769,2.83271,0.2360593,0.183915,-13.61703,14.5
82.0,2.271439,2.03538,0.2360593,0.143404,-13.568,14.5
84.0,2.213489,1.97743,0.2360593,0.150761,-12.46862,14.5
86.0,2.789519,2.55346,0.2360593,0.210091,-10.48815,14.5
88.0,3.876829,3.64077,0.2360593,0.322421,-8.147291,14.5
90.0,5.343199,5.10714,0.2360593,0.485582,-5.660501,14.5
92.0,7.054229,6.81817,0.2360593,0.694304,-3.105916,14.5
94.0,8.880039,8.64398,0.2360593,0.940522,-0.5615678,14.5
96.0,10.70086,10.4648,0.2360593,1.21386,1.885297,14.5
